datetime,temperature,humidity,pressure,wind_speed,wind_direction,precipitation,visibility,cloud_cover
2025-03-08 00:37:11.335562,25.74324945837212,94.70400816995244,994.4554558184859,7.477237761059117,304.0541766828927,0.01717219088010065,14.139828833202248,58.11862192619792
2025-03-08 01:37:11.335562,32.10262631612866,60.96692294286862,1027.8217160448935,6.164342523933248,55.06155499161651,0.033157214486185034,16.610755984435958,21.535680237316278
2025-03-08 02:37:11.335562,35.18699145067731,81.42127745452704,1008.4786474728136,9.917665629434774,210.0918776690998,0.03037458339092915,23.44552850951004,76.37626608626422
2025-03-08 03:37:11.335562,37.576879504742365,74.2513652365486,1004.7061393617506,1.6002489125511774,111.66738879920725,0.1323199581898524,24.209825269093265,18.552699697409093
2025-03-08 04:37:11.335562,40.049871372112,40.34301185729046,1014.9928062751313,6.397343418217786,291.07623032495087,0.05545251505760948,18.64650283024903,59.24579088592227
2025-03-08 05:37:11.335562,33.06563167885197,82.87053361451096,1010.1716275635983,9.847044171241707,79.89092555355919,0.06453062356069368,12.266274433313615,76.1781911124742
2025-03-08 06:37:11.335562,28.35250691017665,87.40677946238799,1009.3763802565627,6.312232246845759,92.84021081225012,0.38456159516915733,17.037689522661893,43.97143843793356
2025-03-08 07:37:11.335562,37.074610513471,95.0,1022.2978644066847,8.87383897054485,249.9316164953898,0.3448074321912784,14.05928506929579,33.474411206925694
2025-03-08 08:37:11.335562,37.98146263887482,88.67765366841681,1025.6198210399152,10.50241804154429,168.4797348425056,0.11100158422162894,12.760170847078845,48.7538981472045
2025-03-08 09:37:11.335562,34.32292026264086,95.0,1020.4943072329593,7.199669773089537,18.541622367416046,0.10492145368938643,15.528311055056548,26.401066087950113
2025-03-08 10:37:11.335562,36.572645376412005,73.95715427763976,1014.8039675397727,5.923324521786626,23.30373046831502,0.22423510675284075,19.27036751472629,60.941357983276205
2025-03-08 11:37:11.335562,34.9983580769936,52.05658658168434,1019.4113971467348,14.88037123437094,222.2630096788473,0.10894557735121194,5.8559473979046555,79.60982719443521
2025-03-08 12:37:11.335562,25.38945292321145,91.20366171553562,992.9302994203792,4.187764500553072,35.356154967498924,0.06492188373759294,13.106069373951684,59.880386337448385
2025-03-08 13:37:11.335562,33.787113102675654,91.48095626697608,1025.6372912524732,2.626762782584141,338.4939214430768,0.14430184234431354,17.62497488632341,100.0
2025-03-08 14:37:11.335562,36.39545023765386,75.57075985738832,1023.7436375371407,5.8220922326976225,332.58761963958983,0.028504382436905465,15.080502673834223,14.011415804657119
